,SiteName,Inspections_Inspection_OverallCondition,Inspections_Inspection_OverallCleanliness,Inspections_Inspection_Cleanliness_Glass,Inspections_Inspection_Cleanliness_Graffiti,Inspections_Inspection_Cleanliness_Litter,Inspections_Inspection_Cleanliness_Weeds,Inspections_Inspection_Landscape_Lawns,Inspections_Inspection_Landscape_Trees,Inspections_Inspection_Landscape,Inspections_Inspection_Structural_Benches,Inspections_Inspection_Structural_Fences,Inspections_Inspection_Structural_PavedSurfaces,Inspections_Inspection_Structural_PlayEquipment,Inspections_Inspection_Structural_SafetySurface,Inspections_Inspection_Structural_Sidewalks,Inspections_Inspection_Structural,average_score,ZIPCODE,the_geom,ACRES,WATERFRONT,TYPECATEGO
2614,Dahill Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,11204,"MULTIPOLYGON (((-73.97493871387397 40.61298877568348, -73.97493638845619 40.612985314473725, -73.97493421076894 40.61298179746382, -73.97493219144592 40.612978228258164, -73.97493032221396 40.61297461045706, -73.97492861252583 40.612970945863665, -73.97492640131303 40.612965453102866, -73.9749262585009 40.61296499920908, -73.97492510301363 40.61296134734377, -73.97492458605575 40.61295970918305, -73.9749236244257 40.612955890763644, -73.9749227455174 40.612952060655466, -73.97491321525767 40.61290819689248, -73.97491233289354 40.61290413264796, -73.97490257903773 40.612857853637294, -73.97489393107703 40.612815149936175, -73.97489404860336 40.612810569911225, -73.97489496590907 40.612806553787216, -73.97489660043762 40.612802674699076, -73.97489905621931 40.612798817402705, -73.97490100434739 40.61279686549829, -73.9749037007565 40.61279416002094, -73.97490593471127 40.61279257379036, -73.97491022650577 40.61278952286102, -73.97491697613648 40.61278657602783, -73.97492329869056 40.6127849411604, -73.97493081090113 40.61278406749248, -73.97493286579362 40.61278415619167, -73.97493609406638 40.61278429557589, -73.97494181190946 40.61278499562697, -73.97494491353564 40.61278568880382, -73.97494747282019 40.61278626119261, -73.97494954987735 40.61278711533933, -73.97495283441569 40.61278846683685, -73.97495894831569 40.61279179289304, -73.97496021833271 40.61279253790069, -73.9749647738528 40.61279521434134, -73.97497038789868 40.6127985628011, -73.974998892897 40.612815558236726, -73.97502931415391 40.61283369684284, -73.97504100182657 40.61284066941499, -73.97504123101973 40.61284080634399, -73.97505234215939 40.61284745640323, -73.97506874600886 40.61285727654338, -73.975079163542 40.61286384720372, -73.97508537698589 40.612869615488115, -73.97508920115456 40.61287520765274, -73.975090868198 40.61287916940654, -73.97509121884326 40.61288000426565, -73.9750922402185 40.612885239216425, -73.97509221584045 40.612890401898866, -73.97509130901786 40.61289485387894, -73.97509126639899 40.61289506459163, -73.97508927584951 40.61289987204266, -73.97508525477339 40.612905783092536, -73.9750693063963 40.612922986792626, -73.97505742700262 40.61293571938554, -73.97504648386564 40.61294744719884, -73.97504205790511 40.61295219108385, -73.97500147242484 40.61299558558239, -73.97499683889026 40.61299924249146, -73.97499300244525 40.613001187683096, -73.9749903809931 40.613002515381424, -73.9749841551156 40.613004688785196, -73.97498351696971 40.613004799410426, -73.97497737422489 40.613005863389894, -73.97497028764886 40.61300605455852, -73.97496848450088 40.61300582003036, -73.97496489238478 40.613005351877575, -73.97495962137195 40.61300418185301, -73.97495936380538 40.61300407913748, -73.9749528643785 40.61300150313149, -73.97495083591808 40.61300023655674, -73.97494649428117 40.61299752414139, -73.97494255479768 40.61299378972204, -73.97493871387397 40.61298877568348)))",0.006,No,Triangle/Plaza
2615,Trust Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,11234,"MULTIPOLYGON (((-73.92952044840865 40.61610274441528, -73.92952375187159 40.6161022448504, -73.92953159174799 40.6161042190964, -73.92954695242837 40.61611713117833, -73.92955668199363 40.616125729913456, -73.92956076815055 40.61612934260654, -73.92957009040164 40.61613758178304, -73.92957387668082 40.6161409286382, -73.92959705244985 40.616161413480405, -73.92960148335537 40.616165330759294, -73.92960167934028 40.61616550377934, -73.92961366628522 40.61617609854632, -73.9296459412102 40.6162046242995, -73.92965345829498 40.616211268442015, -73.9296728856037 40.61622843975868, -73.92968776866236 40.616241596471085, -73.92969324798419 40.616246437421815, -73.92969362342495 40.61624676994371, -73.92969399886663 40.616247101565115, -73.92969927275674 40.616251763186206, -73.9297347884131 40.61628332835367, -73.92973591772535 40.6162848545267, -73.92973765477112 40.61628719694326, -73.92974013155367 40.61629181182667, -73.92974130121057 40.61629542633269, -73.92974198792199 40.616297553783205, -73.92974202090812 40.61629765105967, -73.92974198413219 40.61630339996382, -73.92974098445457 40.616307825413934, -73.92973873186874 40.616312507647294, -73.92973590337976 40.61631644569819, -73.92973271527143 40.616319614484176, -73.92973038082012 40.61632123759716, -73.92972722564573 40.616323430238275, -73.9297229597983 40.61632547361428, -73.9297210278706 40.616326399069386, -73.92971793659993 40.616327383249995, -73.92971181552744 40.61632933363811, -73.92970968181325 40.61632998341017, -73.92969623881712 40.616334081565455, -73.92965328789678 40.616347168677, -73.92963148853079 40.616353811085794, -73.92960708141612 40.616361247954224, -73.92958580819376 40.6163676241223, -73.92957965027102 40.616368652347205, -73.92957925195732 40.61636871784124, -73.92957744617657 40.61636880318502, -73.9295736348925 40.61636898275529, -73.9295723847728 40.6163688352045, -73.92956667652184 40.61636816261991, -73.92956310385146 40.61636731394098, -73.92955919565236 40.61636638581051, -73.92955229189295 40.61636308837414, -73.92954737347932 40.6163597615365, -73.92954375412053 40.616356123914585, -73.9295413256921 40.616352731063735, -73.92954113335371 40.61635246169003, -73.9295411062432 40.616352395935365, -73.92953883730975 40.61634680140816, -73.9295387500877 40.616346587030705, -73.92953573267624 40.61632573721743, -73.9295346260492 40.61631727794448, -73.92953323572172 40.616306659948556, -73.92953164848161 40.616294509145064, -73.9295270555224 40.616259394111474, -73.92952519512201 40.61624517734494, -73.92952001342887 40.61620133409949, -73.92951866998284 40.61618996869949, -73.92951815345396 40.61618559815389, -73.92951717545179 40.61617731726274, -73.92951483174343 40.61615748995306, -73.92950985226513 40.616113527961964, -73.9295118558742 40.616107386736125, -73.92951733641812 40.61610321347974, -73.92952044840865 40.61610274441528)))",0.078,No,Triangle/Plaza
2620,Flatbush Mall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6875,11230,"MULTIPOLYGON (((-73.960276674296 40.62948162876313, -73.96027697572262 40.62948158654285, -73.9602831736776 40.62948205425268, -73.96028349393313 40.62948215071891, -73.96028807086408 40.62948353910014, -73.9602934836041 40.629486647762306, -73.96029561310615 40.62948931043378, -73.96029759497233 40.62949178844771, -73.96030028717408 40.62950027227238, -73.96030048990936 40.62950121878852, -73.96030227327788 40.629509536603706, -73.96031469814834 40.62957309056398, -73.96031817673466 40.6295908914357, -73.96032351835709 40.629618210542255, -73.96032352896377 40.62961826277605, -73.96033665972541 40.62968543346361, -73.96035743827326 40.62979172085587, -73.96040250466619 40.630024533310426, -73.96040271323908 40.630025606801595, -73.96040157264468 40.630031561544854, -73.96039832063808 40.63003620170277, -73.96039789358342 40.630036810306926, -73.96039270859833 40.63004021068389, -73.96038612623747 40.63004208960164, -73.96037959689734 40.63004226025157, -73.96037884171973 40.63004208258897, -73.9603746510186 40.63004109237425, -73.9603726951215 40.63004063063411, -73.96036639882796 40.63003648877531, -73.96036014013141 40.63001481921578, -73.96035902995317 40.63000935898271, -73.96034392002775 40.629934991565335, -73.96031553877528 40.62979530307698, -73.96027820915936 40.62961157067524, -73.96027815848262 40.629611322114336, -73.96025593571724 40.629503110696426, -73.96025587678945 40.62950282431081, -73.96025524248618 40.62949816120081, -73.96025722734979 40.62949163402004, -73.96026276945814 40.629485904128096, -73.96026976747903 40.629482612445635, -73.960276674296 40.62948162876313)))",0.02,No,Mall
2621,Howard Malls,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,11212,"MULTIPOLYGON (((-73.91979846532999 40.664053674186356, -73.91987333591393 40.66373545322838, -73.91996126058939 40.664033829425165, -73.91979846532999 40.664053674186356)))",0.191,No,Triangle/Plaza
2622,Avenue R Mall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6875,11223,"MULTIPOLYGON (((-73.96524813808884 40.604953759854794, -73.96529514462564 40.604948346612964, -73.96530938866668 40.60495160720039, -73.96531935290328 40.60496680921619, -73.96531649684411 40.604978748374215, -73.96529690738323 40.60498715963915, -73.96453657894065 40.6050697071227, -73.96447782025645 40.60507375933612, -73.96446464361509 40.60507185516164, -73.96445325701647 40.60505882288974, -73.96446038623809 40.60504579904522, -73.96446893749938 40.60503820038384, -73.96452733826419 40.60503170584909, -73.96461566011078 40.605020877283295, -73.96472961937641 40.60500679843182, -73.96485070327651 40.604994891904276, -73.96504443585785 40.60497432453535, -73.9651299030099 40.604965665864356, -73.96524813808884 40.604953759854794)), ((-73.96328331655853 40.60516941649884, -73.96330240786793 40.60516718209774, -73.96331415182135 40.60517457282801, -73.9633211963423 40.605187110341056, -73.96331883898395 40.605196063477884, -73.96330943730432 40.605205012564994, -73.96329210748291 40.605209710457224, -73.96321280376185 40.60521640029311, -73.96313056621327 40.60522532873104, -73.963045387179 40.60523537191103, -73.96298077109275 40.60524206720889, -73.96288384572647 40.60525322853542, -73.96280894904818 40.60525991951569, -73.96275314364152 40.605266617536316, -73.96270468155117 40.60527107831501, -73.96267530900668 40.60527442592554, -73.96265916357308 40.60526546679205, -73.962656230864 40.60525091610707, -73.96266505201815 40.60523860793818, -73.96267973748404 40.60523413621338, -73.9627179213585 40.605229671211056, -73.9627796007822 40.60522185576124, -73.96287065269958 40.60521069532691, -73.96291764490441 40.60520623220292, -73.96297639108812 40.60519953595033, -73.96304834920019 40.605192844816656, -73.9631114977639 40.605186149009754, -73.96316730008672 40.605180570162844, -73.96321282596315 40.6051761082493, -73.96324954111944 40.605171642600226, -73.96328331655853 40.60516941649884)), ((-73.96418413455028 40.60507143219555, -73.96421468149404 40.60506786213614, -73.96422642805119 40.605070549348184, -73.96423817077111 40.60508040201058, -73.96423933780002 40.6050920425197, -73.96423581324713 40.60509651791735, -73.96422405810301 40.60510323125163, -73.96389656922646 40.6051411821986, -73.96373796613659 40.605157919796724, -73.9636366356809 40.605167961019475, -73.96358846340263 40.60517421250003, -73.96355439470449 40.605176888859084, -73.96353795036998 40.60517419648601, -73.96353208164112 40.60516345049734, -73.96353091424582 40.60515270419921, -73.96353796650726 40.60514464856683, -73.96354971577829 40.60514017579933, -73.96362490530697 40.60513124573155, -73.96372476957924 40.60511874293006, -73.96383403077319 40.605108033236654, -73.96390686967054 40.60509999826397, -73.96405137721193 40.60508482203236, -73.96410307105617 40.605079464775415, -73.96414654093127 40.60507500184983, -73.96418413455028 40.60507143219555)), ((-73.96238916007883 40.605264796114994, -73.96242177048862 40.6052606643812, -73.96244079366608 40.605264122299786, -73.96245255990726 40.60527586264604, -73.96244983735562 40.605288978758374, -73.96244530033101 40.605299334178156, -73.96243986409038 40.605301401801, -73.96241857526108 40.605305363441744, -73.9623223260212 40.605315687930954, -73.96222041620274 40.605327738580506, -73.96211623946611 40.60533892118989, -73.96205849283893 40.60534321564095, -73.96201093245143 40.60534924243236, -73.96195771533759 40.60535440283087, -73.96194344628148 40.605355779507576, -73.9619280520043 40.60534748870733, -73.96192081546825 40.60533229900844, -73.96193078922855 40.6053171132099, -73.96194166056256 40.60531090410979, -73.96200416551989 40.605306092590006, -73.96212102120815 40.60529301325978, -73.9621590679048 40.60528888429261, -73.9622550926391 40.605278559866385, -73.96234658300513 40.60526961347404, -73.96238916007883 40.605264796114994)))",0.258,No,Mall
2623,Barone Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,11234,"MULTIPOLYGON (((-73.90744345023798 40.619933642015354, -73.90745179868681 40.61993347853824, -73.90745291062653 40.619933573988085, -73.90745931757235 40.61993412486154, -73.9074670350345 40.61993559892293, -73.90747544805572 40.619938300953756, -73.9074757386492 40.61993839394132, -73.90748264303413 40.61994157383445, -73.90749013363825 40.61994642556591, -73.90750705712587 40.61996082680678, -73.90751731114544 40.61996967907286, -73.90753265617928 40.61998292547275, -73.90757403226064 40.62001868781575, -73.90760180204978 40.620042692813215, -73.90761540720199 40.6200544519439, -73.9076332676808 40.62006987420922, -73.90765466462189 40.620088347576065, -73.9076596160671 40.62009283614773, -73.9076627106755 40.620096635229736, -73.90766497100299 40.62010123780673, -73.907665493746 40.6201035210472, -73.90766563236129 40.62010412630862, -73.90766618095698 40.62010651583131, -73.90766611166478 40.62010791068256, -73.90766593053645 40.620111554044826, -73.90766579161934 40.62011202130363, -73.90766465539598 40.62011580888261, -73.90766453191948 40.6201162203215, -73.90766437912718 40.620116466041004, -73.90766286542316 40.620118896231745, -73.90766114089024 40.62012166484896, -73.90766036097514 40.62012246568615, -73.90765747091663 40.620125428780135, -73.90765219990348 40.62012897439954, -73.90764419697727 40.62013222155255, -73.90763826850527 40.62013347661833, -73.90762387363237 40.620134712273575, -73.90761501505375 40.62013541656639, -73.90760448758702 40.620136253694824, -73.90757757379207 40.6201384113209, -73.90752494113082 40.62014263115975, -73.90748745374334 40.62014564565932, -73.90748701406488 40.62014568042576, -73.90747582508119 40.6201463044871, -73.90742444707058 40.62014911597446, -73.90740335621398 40.62015026966539, -73.90736231620681 40.62015251401868, -73.9073505599452 40.62015314571535, -73.90732604517926 40.62015446232842, -73.90730210530901 40.6201553894743, -73.90729659318893 40.6201555300133, -73.9072899613558 40.62015521308489, -73.90728285234424 40.62015470215927, -73.90727746464384 40.62015375406788, -73.9072721777882 40.620152524194474, -73.90726701659396 40.62015101345971, -73.90726200467971 40.62014923448989, -73.9072584388943 40.620147741251124, -73.90725753298248 40.620147359599905, -73.90725253028732 40.62014489984327, -73.90724811505126 40.62014236581718, -73.90724388809225 40.620139565388605, -73.9072433663083 40.620139153429534, -73.90724018010788 40.62013664741038, -73.90723651727131 40.62013355746902, -73.90723648540775 40.62013352502454, -73.90723326948228 40.62013029856448, -73.90723061069441 40.62012670604189, -73.90722811273429 40.62012303980635, -73.90722577677494 40.62011930616237, -73.90722361579488 40.620115520429366, -73.90722170169857 40.62011181594247, -73.90722165219815 40.62011171864625, -73.90722031317783 40.620107495923385, -73.90722021333694 40.62010705548804, -73.90721944169981 40.62010359776535, -73.90721888960944 40.620099482839585, -73.90721870981362 40.62009534840277, -73.9072189703633 40.6200906992234, -73.90722002244283 40.620084548613875, -73.90722189571507 40.62007851213278, -73.9072242987024 40.62007313255892, -73.90722678875848 40.62006887960694, -73.90723036237108 40.62006388730112, -73.90723335239785 40.620060434415116, -73.90723491098362 40.620058884075206, -73.90723682815 40.62005697741834, -73.90723728132343 40.62005658605742, -73.90724022991316 40.62005403636028, -73.90724115504229 40.62005334460611, -73.90724453376899 40.62005082227162, -73.90725324916761 40.620045140712534, -73.9072861963723 40.62002401495245, -73.90729226320845 40.62002013769938, -73.90729633930886 40.62001753217722, -73.9073279284844 40.61999734005075, -73.90733979600549 40.619989755523775, -73.90735035174522 40.61998300922383, -73.90735832414222 40.619977914197634, -73.90736965937514 40.619970669635514, -73.90739823815908 40.6199524021788, -73.90740247984648 40.61994969322637, -73.90741255649736 40.61994326982185, -73.90741740319372 40.61994061178533, -73.90742106663018 40.61993900730571, -73.90742343875738 40.619937969114325, -73.90742381000646 40.619937850544545, -73.90742987529721 40.61993592831391, -73.90743656985723 40.61993445955171, -73.90744345023798 40.619933642015354)))",0.15,No,Triangle/Plaza
2624,Russell Pedersen Playground,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8125,11209,"MULTIPOLYGON (((-74.03571621333731 40.626933707042696, -74.03621236168608 40.625716271320734, -74.03665931416403 40.62582252971064, -74.03616436902067 40.62703729873124, -74.03571621333731 40.626933707042696)))",1.384,No,Jointly Operated Playground
2625,Fort Hamilton Athletic Field,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6875,11209,"MULTIPOLYGON (((-74.03616436902067 40.62703729873124, -74.03665931416403 40.62582252971064, -74.03866696354632 40.626299801374124, -74.03817521175453 40.6275081410109, -74.03616436902067 40.62703729873124)))",6.194,No,Recreation Field/Courts
2626,Hamilton Metz Field,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6875,11203,"MULTIPOLYGON (((-73.94009836206811 40.66232209782724, -73.94176801620439 40.66221714718456, -73.94179703690591 40.66251552187887, -73.94182592191878 40.662812488079076, -73.94016729290017 40.662915299367086, -73.94009836206811 40.66232209782724)))",2.112,No,Neighborhood Park
2627,Harmony Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6875,11206,"MULTIPOLYGON (((-73.95039079809928 40.70338691773734, -73.95037551622785 40.70339466095472, -73.95036024072955 40.70339542970867, -73.95033885649303 40.70339232002222, -73.95032155087227 40.703381462287304, -73.95031443266183 40.703369833607006, -73.95031240372488 40.70335820712333, -73.95031449042516 40.703292331080085, -73.9503176415223 40.703163678112396, -73.95032375826774 40.70315360492514, -73.95033700422688 40.70314353571435, -73.9503461733186 40.70313888942687, -73.95035432133176 40.70313889294153, -73.95036145051819 40.70313734623532, -73.95037468842106 40.70313967706509, -73.95038894163243 40.7031451078928, -73.95040013617587 40.703155188544564, -73.95043270221304 40.70318542825388, -73.95051004832696 40.70325521428368, -73.95052734816126 40.70327227201206, -73.95053039356625 40.70328389892893, -73.95052733148158 40.70329474788009, -73.95051917657914 40.703305594641996, -73.95048861059654 40.703324182470794, -73.95043868587423 40.703355936445824, -73.95039079809928 40.70338691773734)))",0.1,No,Triangle/Plaza
2628,Pvt. Sonsire Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.625,11211,"MULTIPOLYGON (((-73.95241848162225 40.718286181728594, -73.95241931483592 40.71828618117246, -73.95242014803354 40.718286203129026, -73.95242097766508 40.71828624669636, -73.95242180728123 40.71828631187595, -73.95242263214713 40.7182863995663, -73.95242345344762 40.718286507966916, -73.95242426881437 40.7182866388778, -73.9524250758815 40.71828679049702, -73.95242566164447 40.718286916810484, -73.9524258781991 40.71828696372648, -73.9524266710335 40.71828715766378, -73.95242745438487 40.71828737230885, -73.95242822706959 40.71828760766123, -73.95242899027116 40.71828786372148, -73.95242940315484 40.71828810522877, -73.95251513045174 40.71833818646516, -73.95266227486594 40.71842414851506, -73.95267516778101 40.71843168027844, -73.95267661693103 40.71843265432547, -73.95267802107956 40.71843366617542, -73.95267937786146 40.718434713125745, -73.95268068609185 40.71843579697705, -73.95268194459047 40.71843691322621, -73.95268315098953 40.71843806277287, -73.95268430410681 40.71843924381544, -73.95268540275995 40.71844045455246, -73.95268644576674 40.718441693182385, -73.95268743076142 40.71844295790328, -73.95268835774328 40.718444249615615, -73.95268922671558 40.71844556381685, -73.95269003294402 40.71844690050505, -73.95269077998064 40.718448257880674, -73.95269146309309 40.71844963324021, -73.95269160961861 40.71844996288709, -73.95269208346492 40.71845102658416, -73.95269263991455 40.71845243521047, -73.95269313125907 40.718453858218254, -73.95269355750033 40.71845529290591, -73.95269391863967 40.7184567374724, -73.9526942134935 40.718458191917264, -73.95269444206438 40.71845965263843, -73.9526946031694 40.718461118734986, -73.95269469681051 40.71846258750532, -73.95269472417183 40.718464058049484, -73.95269468525406 40.71846552946689, -73.9526945776926 40.71846699815458, -73.95269444433922 40.718468120135256, -73.95269440385519 40.71846846321294, -73.95269416374316 40.71846992284107, -73.95269385617414 40.718471375237385, -73.95269348233298 40.71847281860133, -73.95269304458814 40.71847425113294, -73.95269254057368 40.71847567103018, -73.95269197265742 40.718477077393466, -73.95269133965766 40.71847846752085, -73.95269064512631 40.71847983961276, -73.95268988669632 40.71848119366821, -73.9526890691044 40.71848252608709, -73.95268818998412 40.71848383596791, -73.95267003192183 40.71850066173858, -73.9526390061526 40.71852941217059, -73.95257485708987 40.7185888554458, -73.95251953116997 40.71864012299138, -73.95251859910282 40.718640986196114, -73.95251717714767 40.7186417078187, -73.95251710255914 40.718641742907835, -73.95251572326367 40.71864239160668, -73.95251423863435 40.71864303756054, -73.9525127268116 40.71864364388072, -73.95251118897842 40.71864421146822, -73.95250962513667 40.718644737621524, -73.95250804001985 40.718645223243065, -73.95250643244518 40.71864566743188, -73.95250543572226 40.71864591376044, -73.95250480714739 40.71864606928936, -73.95250316412722 40.71864642791502, -73.95250150575106 40.718646744210396, -73.95249983438669 40.71864701727587, -73.95249815121825 40.7186472462115, -73.95249645861222 40.7186474319187, -73.95249476012054 40.71864757259793, -73.95249305455903 40.718647669149235, -73.95249134666183 40.7186477215746, -73.95249009919873 40.71864772646288, -73.95248963642968 40.71864772897341, -73.95248792859603 40.71864769224822, -73.95248622197809 40.71864761049801, -73.95248452130866 40.71864748552578, -73.95248282540558 40.71864731552997, -73.95248113900227 40.71864710141307, -73.95247946446531 40.718646844076524, -73.9524778006118 40.71864654261942, -73.95247615217518 40.71864619794416, -73.95247452033846 40.718645810951735, -73.95247290628514 40.71864538164268, -73.95247131238231 40.71864491001792, -73.95246974217937 40.71864439788002, -73.95246819449278 40.71864384522841, -73.9524678395274 40.718643706403334, -73.95246667287311 40.7186432520646, -73.95246517850342 40.71864261928961, -73.95246371493288 40.718641948705866, -73.95246228097808 40.718641240312905, -73.9524608801896 40.71864049411222, -73.95245951374842 40.718639713706295, -73.95245818284006 40.71863889639412, -73.952456889829 40.718638045778725, -73.95245563589886 40.71863716186058, -73.9524549001293 40.718636605041546, -73.95245442223309 40.71863624464017, -73.95245325119625 40.71863529772055, -73.95245212278837 40.71863432110166, -73.95245103937657 40.718633314784526, -73.95245000214302 40.71863228057065, -73.9524490110858 40.71863122116151, -73.95244806857274 40.71863013565767, -73.95244717578541 40.71862902676109, -73.95244637292652 40.71862794761849, -73.95244633272378 40.71862789447178, -73.95244554175243 40.718626742392765, -73.95244501921754 40.71862591100618, -73.95244480287255 40.71862556872301, -73.95244411726524 40.71862437706503, -73.95244199913061 40.718610525445484, -73.95242166013469 40.718477518014275, -73.95240724677372 40.71838325386973, -73.95239740659672 40.71831890385571, -73.95239607423308 40.718310191770534, -73.95239582730449 40.718309587426155, -73.95239560878598 40.71830897588947, -73.95239541749284 40.71830835896098, -73.9523952546085 40.71830773664118, -73.95239512013116 40.718307111631596, -73.95239501406135 40.71830648303173, -73.95239493639848 40.718305851742066, -73.95239488832546 40.71830521866361, -73.95239486984094 40.718304585597394, -73.95239487857856 40.718303951641936, -73.95239491690407 40.718303318599226, -73.95239498363395 40.718302686468746, -73.95239507876687 40.71830205705156, -73.95239520348636 40.71830143034813, -73.95239528895222 40.718301079184535, -73.95239535660768 40.718300808158986, -73.95239553813207 40.71830018868311, -73.95239574568981 40.718299575521584, -73.95239598283226 40.718298967775354, -73.95239624719102 40.718298367244465, -73.95239653876673 40.718297773028375, -73.95239685755742 40.71829718782864, -73.9523972023803 40.71829661074428, -73.95239757323391 40.71829604357627, -73.95239797011908 40.71829548542412, -73.95239839066666 40.718294938988414, -73.9523988372438 40.718294404270075, -73.95239930866698 40.71829388126865, -73.9523998025684 40.71829337088365, -73.9524003189474 40.71829287401561, -73.95240085780411 40.7182923906645, -73.95240141913715 40.718291922631344, -73.95240200058005 40.71829146901466, -73.95240260331582 40.71829103071545, -73.95240322497597 40.718290609533724, -73.95240386556185 40.71829020366853, -73.95240452388799 40.71828981582086, -73.95240519995438 40.718289445990735, -73.9524058925781 40.718289093277086, -73.95240660057442 40.71828875948055, -73.95240732394385 40.71828844370055, -73.9524080591339 40.71828814863714, -73.95240880969712 40.71828787159033, -73.95240957208095 40.71828761526012, -73.95241034391837 40.71828737964552, -73.95241112757633 40.71828716474753, -73.95241192068852 40.718286969664675, -73.95241272207069 40.71828679529698, -73.95241352935447 40.718286643444436, -73.95241434490895 40.71828651140657, -73.95241516518085 40.71828640278388, -73.95241599017275 40.71828631397437, -73.95241681869857 40.71828624857959, -73.95241764957665 40.71828620389749, -73.95241848162225 40.718286181728594)))",0.036,No,Triangle/Plaza
